iter,total_shots,n_train,m_rec,m_rec_raw,s_rec,m_rec_lcb,surrogate_confident,x_rec_u1,x_rec_u2,x_rec_u3,x_acq_u1,x_acq_u2,x_acq_u3,m_acq,s_acq,acq_score,y_acq,y_acq_second,y_rec_check,y_rec_second,q_det_rec,q_det_acq,acq_source,kappa_eff,supported_q,supported_count,health_bad,stagnation_count,restart_id,restart_failure_count,restart_signal,restart_best_signal,restart_triggered,restart_seed,boundary_streak,scout_remaining,stop_supported,center_jitter_u1,center_jitter_u2,center_jitter_u3,true_opt_u1,true_opt_u2,true_opt_u3,stopped_early
1,Inf,13,0.73741323181921259,0.73741323181921259,0.008036390051323998,0.72937684176788864,false,0.044999381861727757,0.12390663499049584,-0.030290705449610517,0.062755836959276889,0.039775951672195387,0.46521687395292011,0.66227345087029965,0.10093917249709281,0.854057878614776,0.94246373901177072,NaN,NaN,NaN,0.74026136746578763,0.94246373901177072,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.72937684176788864,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
2,Inf,14,0.945726619273761,0.945726619273761,0.013206343566355904,0.93252027570740514,false,0.063517087980771395,0.030411726456465636,0.49999999999999994,0.051504673654761524,-0.068617396005204334,0.4205382669072133,0.8509810266098472,0.11487475147926224,1.0692430544204454,0.75237561704334099,NaN,NaN,NaN,0.9503760978379806,0.75237561704334099,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.93252027570740514,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
3,Inf,15,0.94782766661123063,0.94782766661123063,0.016257105366715589,0.93157056124451509,false,0.066186867599225013,0.049438548922948779,0.49999999999999994,0.10188636499651116,0.030503841779732976,0.4652569225614549,0.86993750391307645,0.095614338773408747,1.051604747582553,0.9094184107545813,NaN,NaN,NaN,0.92686735404681053,0.9094184107545813,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.93157056124451509,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
4,Inf,16,0.95372096126248296,0.95372096126248296,0.023991727043757519,0.92972923421872544,false,0.073371482314913333,0.049193936382852112,0.49999999999999994,0.074168123819029264,0.09233692284205075,0.48698295600837649,0.92574588788864176,0.057387594848784779,1.0347823181013329,0.84019142426759108,NaN,NaN,NaN,0.9215018343301582,0.84019142426759108,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.92972923421872544,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
5,Inf,17,0.94988002758154644,0.94988002758154644,0.019493293100628205,0.93038673448091824,false,0.069722009940596338,0.026037479938674543,0.4806322308265813,0.094126161086854898,0.020536977880921015,-0.35120755516599855,0.77246295965047285,0.13941702228462535,1.0373553019912611,0.89095751625473163,NaN,NaN,NaN,0.94794117907368036,0.89095751625473163,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.93038673448091824,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
6,Inf,18,0.9540067055672603,0.9540067055672603,0.029784225761409187,0.92422247980585115,false,0.07219191474759469,0.0252222322787569,0.37377386069781265,0.075713602555754544,-0.012721796158569054,0.02390116275884413,0.90787877270118922,0.063355572137537702,1.0282543597625109,0.94195089204038096,NaN,NaN,NaN,0.94785110013915563,0.94195089204038096,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.92422247980585115,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
7,Inf,19,0.9671836829678131,0.9671836829678131,0.032794503123287341,0.93438917984452574,false,0.076425019173532574,0.01855769167090349,0.23857252184209465,-0.49984278266060844,-0.47195860468588835,-0.43776570042255414,0.54578146699976449,0.2568252176445876,1.0337493805244808,0.36743527688462763,NaN,NaN,NaN,0.94728532204357585,0.36743527688462763,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.93438917984452574,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
8,Inf,20,0.96731993688097595,0.96731993688097595,0.032300279600915138,0.93501965728006087,false,0.076438736305267832,0.018577801740046081,0.23841368343423922,0.089502451149801265,0.02885554840041249,0.17592173000261835,0.95354897795223803,0.040261795955437177,1.0300463902675687,0.92326180644851408,NaN,NaN,NaN,0.94726195365292731,0.92326180644851408,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.93501965728006087,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
9,Inf,21,0.95405195215085925,0.95405195215085925,0.023372635530109247,0.93067931662074999,false,0.070311776232952358,0.020972730723762011,0.36202522141187349,0.030835403030434971,-0.0060478341311374084,-0.44804651024595765,0.79695942245640949,0.12779484377974637,1.0397696256379276,0.97287806195289894,NaN,NaN,NaN,0.95210077089591572,0.97287806195289894,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.93067931662074999,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
10,Inf,22,0.98477617649489735,0.98477617649489735,0.036548046554333476,0.94822812994056382,false,0.021888981153291218,-0.0038139714373071655,-0.22253885221548164,-0.031028666506498492,-0.0013536152995565764,-0.051269414318297901,0.94590328652916167,0.079688314227908008,1.0973110835621869,0.99028971995176251,NaN,NaN,NaN,0.99063429405180548,0.99028971995176251,ucb,1.8999999999999999,-Inf,0,false,0,0,0,0.94822812994056382,-Inf,false,0,0,0,true,0,0,0,-0,-0,-0,false
